"","Name","Clay","Hard","Grass","Played"
"155","Hong Kit Jack Wong",0,0.5,0,6
"156","Nam Hoang Ly",0,1,0,5
"157","Karan Rastogi",0,1,0,1
"158","Ruben Bemelmans",0.5,0.307692307692308,0.428571428571429,39
"159","Vasek Pospisil",0,0.462365591397849,0.4,116
"160","Franko Skugor",0.25,0.375,0,14
"161","Yasutaka Uchiyama",0,0.344827586206897,0,34
"162","Pierre Hugues Herbert",0.444444444444444,0.451327433628319,0.5,169
"163","Paul Henri Mathieu",0,0.166666666666667,0,10
"164","Kenny De Schepper",0.5,0.444444444444444,0,11
"165","Illya Marchenko",0,0.421052631578947,0,25
"166","Alejandro Falla",0.5,0,0,2
"167","Roberto Carballes Baena",0.5,0.369565217391304,0.111111111111111,149
"168","Giovanni Lapentti",0.5,0,0,2
"169","Matthew Ebden",0.166666666666667,0.423728813559322,0.52,90
"170","Nicolas Kicker",0.4375,0.333333333333333,0,45
"171","Rajeev Ram",0.666666666666667,0,0,4
"172","Santiago Giraldo",0.444444444444444,0.111111111111111,0,27
"173","Janko Tipsarevic",0.384615384615385,0.307692307692308,0.333333333333333,35
"174","Federico Gaio",0.333333333333333,0,0,16
"175","Thomaz Bellucci",0.4375,0.142857142857143,0,41
"176","Radu Albot",0.372093023255814,0.435897435897436,0.368421052631579,179
"177","Cedrik Marcel Stebe",0.5,0.36,0,43
"178","Jerzy Janowicz",0,0.5,0.666666666666667,13
"179","Daniel Brands",0,0.5,0,8
"180","Guido Andreozzi",0.235294117647059,0.454545454545455,0.25,32
"181","Alessandro Giannessi",0.444444444444444,0.166666666666667,0,24
"182","Leonardo Mayer",0.473684210526316,0.422222222222222,0.428571428571429,109
"183","Tommy Robredo",0.294117647058824,0.25,0,21
"184","Thiago Monteiro",0.466666666666667,0.323076923076923,0.285714285714286,162
"185","Federico Delbonis",0.514925373134328,0.227272727272727,0,185
"186","Reilly Opelka",0.451612903225806,0.553719008264463,0.272727272727273,163
"187","Mikhail Kukushkin",0.3125,0.4375,0.473684210526316,163
"188","Tim Smyczek",0,0.238095238095238,0.428571428571429,30
"189","Taylor Fritz",0.531914893617021,0.58411214953271,0.6,291
"190","Evgeny Donskoy",0.3,0.338983050847458,0.142857142857143,76
"191","Borna Coric",0.557377049180328,0.580246913580247,0.642857142857143,237
"192","Zhe Li",0,0.3,0,10
"193","Yibing Wu",0,0.375,0,16
"194","Zhizhen Zhang",0.666666666666667,0.421052631578947,0,23
